latitud;longitud;timestamp;day;month;year;hour;minute;voltage_V_A;current_A_A;power_W_A;pf_A;freq_Hz_A;energy_Wh_A;voltage_V_B;current_A_B;power_W_B;pf_B;freq_Hz_B;energy_Wh_B;voltage_V_C;current_A_C;power_W_C;pf_C;freq_Hz_C;energy_Wh_C;voltage_V_D;current_A_D;power_W_D;pf_D;freq_Hz_D;energy_Wh_D
25,657228;-100,291879;14/6/2026 11:01;14;6;2026;11;1;121,8;5,369;628,6;0,95;59,1;388690;0;4,571;499,2;0,89;59,1;258730;121,6;2,888;295,2;0,83;59,23;339740;0;0;0;1;59,23;0
25,657228;-100,291879;14/6/2026 12:47;14;6;2026;12;47;120,6;5,7;663,2;0,96;59,12;389650;0;5,959;657,4;0,91;59,12;259540;120,7;3,192;323,5;0,83;59,21;340240;0;0;0;1;59,21;0
25,657228;-100,291879;14/6/2026 14:18;14;6;2026;14;18;120,7;1,855;219,5;0,97;59,09;390170;0;1,382;107,8;0,64;59,09;259950;120,7;4,34;466;0,88;59,18;340920;0;0;0;1;59,18;0
25,657228;-100,291879;14/6/2026 15:45;14;6;2026;15;45;121,1;1,827;218,4;0,98;59,07;390460;0;0,792;36,3;0,37;59,07;260080;121,1;10,106;1181,8;0,96;59,18;342280;0;6,669;767;0,94;59,18;0
25,657228;-100,291879;14/6/2026 17:10;14;6;2026;17;10;120,5;1,894;223,8;0,97;59,12;390780;0;1,735;162,9;0,77;59,12;260220;120,5;7,874;898,3;0,94;59,24;343660;0;3,687;422,4;0,95;59,24;0
25,657228;-100,291879;14/6/2026 19:42;14;6;2026;19;42;122,4;2,042;243,8;0,97;59,02;391360;0;1,05;65,1;0,5;59,02;260590;122,3;5,851;646,9;0,9;59,16;345610;0;0,592;38,3;0,52;59,16;0
25,657228;-100,291879;15/6/2026 1:21;15;6;2026;1;21;123,3;2,792;335,3;0,97;59,07;394390;0;1,583;157,8;0,8;59,07;262890;122,9;4,023;453,4;0,91;59,21;349420;0;0,295;12,2;0,33;59,21;0
25,657228;-100,291879;15/6/2026 7:37;15;6;2026;7;37;121,7;5,058;587,2;0,95;59,09;397880;0;3,76;397,4;0,86;59,09;265280;121,6;3,35;309,6;0,75;59,21;352500;0;1,33;84;0,51;59,21;0
25,657228;-100,291879;15/6/2026 12:14;15;6;2026;12;14;119,5;1,683;197,7;0,98;59,12;399290;0;0,883;46,3;0,43;59,12;265880;119,2;3,774;334,8;0,74;59,23;353890;0;0;0;1;59,23;0
25,657228;-100,291879;15/6/2026 15:26;15;6;2026;15;26;121,6;1,862;221,8;0,97;59,06;399990;0;1,589;130,8;0,67;59,06;266080;121,4;2,771;235,7;0,69;59,18;354480;0;0;0;1;59,18;0
25,657228;-100,291879;15/6/2026 17:23;15;6;2026;17;23;121,1;1,777;210,7;0,97;59,04;400420;0;1,002;58,9;0,48;59,04;266210;120,9;2,581;207,3;0,66;59,2;354820;0;0;0;1;59,2;0
25,657228;-100,291879;15/6/2026 20:12;15;6;2026;20;12;124;1,87;225,2;0,97;59,06;401080;0;2,237;237,8;0,85;59,06;266580;123,6;11,869;1446;0,98;59,2;356040;0;0;0;1;59,2;0
25,657228;-100,291879;16/6/2026 1:46;16;6;2026;1;46;125,5;2,411;295,3;0,97;59,06;403530;0;1,801;197,5;0,87;59,06;268610;125,5;2,981;337;0,89;59,23;358160;0;0;0;1;59,23;0
25,657228;-100,291879;16/6/2026 6:54;16;6;2026;6;54;124,6;1,911;226;0,94;59,06;405050;0;0,884;60,7;0,55;59,06;269510;124,6;3,093;329,5;0,85;59,23;359610;0;0;0;1;59,23;0
25,657228;-100,291879;16/6/2026 12:04;16;6;2026;12;4;122,9;1,58;191;0,98;59,09;406220;0;1,337;124,1;0,75;59,09;270000;122,6;6,054;607,3;0,88;59,24;360400;0;0;0;1;59,24;0
25,657228;-100,291879;16/6/2026 15:22;16;6;2026;15;22;118,6;1,676;195,7;0,98;59,12;406870;0;0,798;35,7;0,37;59,12;270340;118,6;1,613;180;0,93;59,21;360800;0;0;0;1;59,21;0
25,657228;-100,291879;16/6/2026 17:07;16;6;2026;17;7;118,9;1,618;189,3;0,98;59,07;407190;0;0,8;36;0,37;59,07;270400;119;1,493;102,8;0,57;59,2;361010;0;0;0;1;59,2;0
25,657228;-100,291879;16/6/2026 19:44;16;6;2026;19;44;122,6;1,55;186,9;0,98;59,07;407680;0;0,819;38,2;0,38;59,07;270500;122,5;1,556;116,2;0,6;59,2;361260;0;0;0;1;59,2;0
25,657228;-100,291879;17/6/2026 1:11;17;6;2026;1;11;123,6;5,04;598;0,95;59,09;410660;0;4,628;510;0,89;59,09;272980;123,5;3,296;401,2;0,98;59,23;363280;0;0;0;1;59,23;0
25,657228;-100,291879;17/6/2026 5:58;17;6;2026;5;58;125,3;1,588;197,4;0,99;59,07;412980;0;0,829;55,7;0,53;59,07;274670;125;3,096;307,5;0,79;59,23;364780;0;0;0;1;59,23;0
25,657228;-100,291879;17/6/2026 9:56;17;6;2026;9;56;122;4,16;454,9;0,89;59,07;414430;0;4,05;440,1;0,88;59,07;275450;121,6;1,72;122,3;0,58;59,21;365730;0;0;0;1;59,21;0
25,657228;-100,291879;17/6/2026 12:24;17;6;2026;12;24;119,8;1,903;220,1;0,96;59,13;415410;0;0,618;8,9;0,12;59,13;275910;119,7;1,712;124,3;0,6;59,26;366140;0;0;0;1;59,26;0
25,657228;-100,291879;17/6/2026 14:37;17;6;2026;14;37;116,7;1,862;212,3;0,97;59,15;415860;0;0,694;23,4;0,28;59,15;275990;116,6;1,795;125,1;0,59;59,24;366410;0;0;0;1;59,24;0
25,657228;-100,291879;17/6/2026 16:25;17;6;2026;16;25;114,2;1,785;190,2;0,93;59,12;416230;0;0,877;48,1;0,48;59,12;276050;114,2;1,931;137,2;0,62;59,24;366620;0;0;0;1;59,24;0
25,657228;-100,291879;17/6/2026 18:02;17;6;2026;18;2;117,6;1,686;195,1;0,98;59,12;416530;0;1,091;81,2;0,63;59,12;276150;117,1;3,232;311,5;0,82;59,23;366880;0;0;0;1;59,23;0
25,657228;-100,291879;17/6/2026 23:09;17;6;2026;23;9;117,4;11,721;1355,1;0,98;59,13;418060;0;11,686;1339,1;0,97;59,13;277020;117,2;2,905;294,6;0,86;59,26;368670;0;0;0;1;59,26;0
25,657228;-100,291879;18/6/2026 3:51;18;6;2026;3;51;122,7;4,369;532,1;0,99;59,09;423410;0;3,735;432,5;0,94;59,09;281940;122,7;2,687;285,6;0,86;59,21;369970;0;0;0;1;59,21;0
25,657228;-100,291879;18/6/2026 6:53;18;6;2026;6;53;122,4;5,288;621,8;0,95;59,13;425550;0;4,322;470,6;0,88;59,13;283710;122,7;2,875;306,7;0,86;59,24;370920;0;0;0;1;59,24;0
25,657228;-100,291879;18/6/2026 10:33;18;6;2026;10;33;119,1;6,041;696,5;0,96;59,1;427620;0;4,808;528,5;0,92;59,1;285140;119,2;0,496;28,2;0,47;59,23;371410;0;0;0;1;59,23;0
25,657228;-100,291879;18/6/2026 13:05;18;6;2026;13;5;116,6;2,082;237;0,97;59,12;428820;0;1,109;75,9;0,58;59,12;285920;116,2;2,026;145,9;0,61;59,21;372140;0;0;0;1;59,21;0
25,657228;-100,291879;18/6/2026 15:31;18;6;2026;15;31;116,3;1,733;198,4;0,98;59,15;429340;0;1,236;103,3;0,71;59,15;286060;116,2;2,356;194,3;0,7;59,23;372850;0;0;0;1;59,23;0
25,657228;-100,291879;18/6/2026 17:23;18;6;2026;17;23;117;1,728;199;0,98;59,2;429380;0;1,279;109;0,72;59,2;286070;116,3;2,195;173,3;0,67;59,27;372910;0;0;0;1;59,27;0
25,657228;-100,291879;18/6/2026 20:21;18;6;2026;20;21;120,6;1,772;210,8;0,98;59,12;429750;0;1,244;88,5;0,58;59,12;286220;120,4;6,299;686,1;0,9;59,23;373300;0;0,529;33;0,51;59,23;0
25,657228;-100,291879;19/6/2026 2:18;19;6;2026;2;18;120,2;6,964;833,7;0,99;59,1;434640;0;6,048;711,1;0,97;59,1;290560;120,1;1,553;179;0,95;59,2;376920;0;0;0;1;59,2;0
25,657228;-100,291879;19/6/2026 6:27;19;6;2026;6;27;121,4;7,746;918,8;0,97;59,13;439080;0;6,702;771,3;0,94;59,13;294590;121,2;2,592;239;0,75;59,21;377950;0;0;0;1;59,21;0
25,657228;-100,291879;19/6/2026 9:52;19;6;2026;9;52;118,6;7,351;835,8;0,95;59,13;441600;0;6,182;690;0,94;59,13;296530;118,9;0,834;84,3;0,84;59,21;378540;0;0;0;1;59,21;0
25,657228;-100,291879;19/6/2026 11:58;19;6;2026;11;58;118,5;5,841;668,9;0,96;59,16;442860;0;5,252;566,4;0,9;59,16;297590;118,1;0,501;27,9;0,47;59,26;378770;0;0;0;1;59,26;0
25,657228;-100,291879;19/6/2026 13:58;19;6;2026;13;58;117,1;2,034;233,3;0,97;59,18;443430;0;1,298;98,8;0,64;59,18;297880;117,4;1,852;129,5;0,59;59,27;379010;0;0;0;1;59,27;0
25,657228;-100,291879;19/6/2026 15:16;19;6;2026;15;16;120,5;1,913;225,7;0,97;59,12;443700;0;0,763;31,9;0,34;59,12;298010;120,2;1,87;209,5;0,93;59,27;379190;0;0;0;1;59,27;0
25,657228;-100,291879;19/6/2026 16:15;19;6;2026;16;15;122,9;1,633;196,8;0,97;59,04;443800;0;0,769;32,6;0,34;59,04;298020;122,8;0,779;60,5;0,63;59,18;379290;0;0;0;1;59,18;0
25,657228;-100,291879;19/6/2026 17:17;19;6;2026;17;17;122,4;1,862;223,4;0,97;59,09;444030;0;1,365;118;0,7;59,09;298120;122;2,181;176,6;0,66;59,2;379470;0;0;0;1;59,2;0
25,657228;-100,291879;19/6/2026 19:33;19;6;2026;19;33;123,3;2,476;293,7;0,96;59,04;444590;0;1,707;163,1;0,77;59,04;298330;123,2;2,009;162;0,65;59,2;379880;0;0,243;7,2;0,24;59,2;0
25,657228;-100,291879;20/6/2026 0:01;20;6;2026;0;1;125,1;2,439;297,9;0,97;59,06;446980;0;1,825;199,1;0,87;59,06;300390;124,9;3,934;416,5;0,84;59,18;381320;0;0;0;1;59,18;0
25,657228;-100,291879;20/6/2026 3:45;20;6;2026;3;45;126,2;5,237;630,8;0,95;59,04;448920;0;4,267;472,7;0,87;59,04;301920;126,1;2,289;239,6;0,82;59,18;382410;0;0;0;1;59,18;0
25,657228;-100,291879;20/6/2026 5:55;20;6;2026;5;55;126,7;4,984;602,9;0,95;59,02;449610;0;4,035;445,6;0,87;59,02;302320;126,7;1,168;138,5;0,93;59,16;382870;0;0;0;1;59,16;0
25,657228;-100,291879;20/6/2026 8:08;20;6;2026;8;8;126,1;1,639;204,6;0,98;59,06;450230;0;0,851;58,8;0,54;59,06;302620;126,1;2,629;256,9;0,77;59,2;383530;0;0;0;1;59,2;0
25,657228;-100,291879;20/6/2026 9:56;20;6;2026;9;56;125,3;1,575;195,9;0,99;59,04;450750;0;1,053;89,2;0,67;59,04;302940;125,3;2,503;256,6;0,81;59,2;383830;0;0;0;1;59,2;0
25,657228;-100,291879;20/6/2026 11:28;20;6;2026;11;28;123,7;2,193;262,2;0,96;59,06;451210;0;1,163;67,6;0,46;59,06;303220;123,7;3,531;373,4;0,85;59,2;384320;0;0;0;1;59,2;0
25,657228;-100,291879;20/6/2026 12:58;20;6;2026;12;58;122,8;2,261;268,1;0,96;59,04;451600;0;0,786;19,4;0,2;59,04;303320;122,8;9,924;1177,2;0,96;59,2;385330;0;6,675;778,2;0,94;59,2;0
25,657228;-100,291879;20/6/2026 14:21;20;6;2026;14;21;122,8;2,657;315,3;0,96;59,09;452080;0;0,779;20;0,2;59,09;303350;122,8;11,394;1352,4;0,96;59,21;387280;0;6,487;755,9;0,94;59,21;0
25,657228;-100,291879;20/6/2026 15:51;20;6;2026;15;51;123,3;1,692;205,6;0,98;59,09;452430;0;0,665;15,5;0,18;59,09;303380;123,2;2,667;263,9;0,8;59,23;388440;0;0;0;1;59,23;0
25,657228;-100,291879;20/6/2026 17:09;20;6;2026;17;9;124;1,68;205,4;0,98;59,09;452700;0;0,664;17,1;0,2;59,09;303400;123,8;2,425;239,8;0,79;59,23;388780;0;0;0;1;59,23;0
25,657228;-100,291879;20/6/2026 19:42;20;6;2026;19;42;124,4;1,717;210,4;0,98;59,07;453200;0;0,676;17,6;0,2;59,07;303440;124,3;1,273;139,7;0,88;59,21;389330;0;0;0;1;59,21;0
25,657228;-100,291879;21/6/2026 0:52;21;6;2026;0;52;125;3,408;411;0,96;59,06;454730;0;2,905;325;0,89;59,06;304130;124,8;5,786;714,6;0,98;59,21;392550;0;0;0;1;59,21;0
25,657228;-100,291879;21/6/2026 4:29;21;6;2026;4;29;123,7;5,751;688,7;0,96;59,09;456210;0;4,72;536,2;0,91;59,09;305200;123,6;6,059;720,9;0,96;59,23;395840;0;3,004;350,8;0,94;59,23;0
25,657228;-100,291879;21/6/2026 6:28;21;6;2026;6;28;126,2;4,886;589,4;0,95;59,09;457250;0;3,997;441,1;0,87;59,09;305950;126,1;6,411;768,7;0,94;59,23;397340;0;2,947;350,9;0,94;59,23;0
25,657228;-100,291879;21/6/2026 9:01;21;6;2026;9;1;126,1;1,671;208,9;0,98;59,07;458340;0;0,841;58,3;0,54;59,07;306660;126,1;7,562;894,7;0,93;59,2;399180;0;3,084;367;0,94;59,2;0
25,657228;-100,291879;21/6/2026 10:56;21;6;2026;10;56;123,6;5,342;633,6;0,95;59,12;459180;0;4,552;509;0,9;59,12;307260;123,4;9,865;1168;0,95;59,23;400940;0;6,53;778,8;0,96;59,23;0
25,657228;-100,291879;21/6/2026 12:20;21;6;2026;12;20;122,4;5,451;641,4;0,95;59,1;459890;0;4,953;552,6;0,91;59,1;307750;122,4;3,898;409,9;0,85;59,23;401970;0;0;0;1;59,23;0
25,657228;-100,291879;21/6/2026 14:08;21;6;2026;14;8;122,9;5,823;676,4;0,94;59,1;460860;0;5,607;624,4;0,9;59,1;308620;122,2;3,204;338,3;0,86;59,21;402590;0;0;0;1;59,21;0
25,657228;-100,291879;21/6/2026 15:45;21;6;2026;15;45;121,4;2,6;311,3;0,98;59,1;461430;0;1,327;114,4;0,7;59,1;308890;121,3;10,57;1238,6;0,96;59,24;403860;0;7,057;815,3;0,95;59,24;0
25,657228;-100,291879;21/6/2026 17:13;21;6;2026;17;13;121,4;1,832;218;0,97;59,12;461770;0;1,517;145,3;0,78;59,12;309050;121,3;3,846;408,8;0,87;59,23;405000;0;0;0;1;59,23;0
25,657228;-100,291879;21/6/2026 19:42;21;6;2026;19;42;121;1,647;196,3;0,98;59,12;462300;0;2,358;212,2;0,74;59,12;309240;120,8;4,952;550,6;0,91;59,24;406500;0;0;0;1;59,24;0
25,657228;-100,291879;22/6/2026 1:25;22;6;2026;1;25;121,5;7,854;930,6;0,97;59,13;466930;0;6,756;775,6;0,94;59,13;313470;121,1;8,433;984,6;0,96;59,26;410250;0;4,598;533,9;0,95;59,26;0
25,657228;-100,291879;22/6/2026 7:15;22;6;2026;7;15;120,4;1,788;213,4;0,99;59,06;470530;0;0,549;16;0,24;59,06;316160;120,3;5,347;597,4;0,92;59,2;414730;0;3,224;366,8;0,94;59,2;0
25,657228;-100,291879;22/6/2026 11:56;22;6;2026;11;56;119,2;1,708;200,5;0,98;59,09;472290;0;0,986;55,9;0,47;59,09;317030;119,1;2,764;258,8;0,79;59,21;416760;0;0;0;1;59,21;0
25,657228;-100,291879;22/6/2026 14:51;22;6;2026;14;51;116,9;2,903;335,5;0,98;59,12;472950;0;0,758;32;0,36;59,12;317160;116,9;3,248;324,1;0,85;59,23;417650;0;0;0;1;59,23;0
25,657228;-100,291879;22/6/2026 16:48;22;6;2026;16;48;117,4;2,679;300;0,95;59,13;473560;0;0,917;54,3;0,5;59,13;317350;117,1;2,21;166,6;0,64;59,23;418440;0;0;0;1;59,23;0
25,657228;-100,291879;22/6/2026 18:06;22;6;2026;18;6;116,5;2,888;332,8;0,98;59,13;473930;0;0,919;53,2;0,49;59,13;317420;116,5;3,233;302,2;0,8;59,21;418900;0;0;0;1;59,21;0
25,657228;-100,291879;22/6/2026 22:33;22;6;2026;22;33;119;11,647;1369,6;0,98;59,09;476160;0;10,988;1272,1;0,97;59,09;318940;119,1;4,938;545,1;0,92;59,21;420710;0;0;0;1;59,21;0
25,657228;-100,291879;23/6/2026 2:08;23;6;2026;2;8;121,6;7,148;844,7;0,97;59,09;479890;0;6,521;738,5;0,93;59,09;322330;121,6;2,5;287,6;0,94;59,21;422160;0;0;0;1;59,21;0
25,657228;-100,291879;23/6/2026 5:32;23;6;2026;5;32;121,8;6,035;711,4;0,96;59,1;482140;0;5,483;611;0,91;59,1;324250;121,6;7,425;848,3;0,94;59,21;423650;0;5,249;613,7;0,96;59,21;0
25,657228;-100,291879;23/6/2026 8:03;23;6;2026;8;3;120,5;5,025;577,3;0,95;59,09;483310;0;3,837;402;0,86;59,09;325030;120,5;0;0;1;59,23;424660;0;5,421;627,1;0,95;59,23;0
25,657228;-100,291879;23/6/2026 10:44;23;6;2026;10;44;122,5;1,614;194,5;0,98;59,12;484410;0;0,766;31,8;0,33;59,12;325650;122,4;1,809;138,3;0,62;59,24;425650;0;0;0;1;59,24;0
25,657228;-100,291879;23/6/2026 13:08;23;6;2026;13;8;118,3;1,826;213;0,98;59,1;484870;0;0,616;8,6;0,11;59,1;325800;118,1;2,48;200,2;0,68;59,21;426210;0;0;0;1;59,21;0
